sdmx-attribute:refArea,dcat:measure_1_value,dcat-dimension:thing,sdmx-attribute:unitMeasure,sdmx-dimension:refPeriod
South Sudan - Jau,2.10294117605,Beans (red) - Retail,$/kg,2017-04-15
South Sudan - Jau,4.2352941168,Beans (red) - Retail,$/kg,2017-05-15
South Sudan - Jau,5.8529411753,Beans (red) - Retail,$/kg,2017-06-15
South Sudan - Jau,6.3235294105,Beans (red) - Retail,$/kg,2017-07-15
South Sudan - Jau,5.514705881249999,Beans (red) - Retail,$/kg,2017-08-15
South Sudan - Jau,4.999999999,Beans (red) - Retail,$/kg,2017-10-15
South Sudan - Jau,6.3235294105,Beans (red) - Retail,$/kg,2017-11-15
South Sudan - Jau,6.470588234,Beans (red) - Retail,$/kg,2017-12-15
South Sudan - Jau,6.6176470575,Beans (red) - Retail,$/kg,2018-01-15
South Sudan - Jau,6.54411764575,Beans (red) - Retail,$/kg,2018-02-15
South Sudan - Jau,3.529411764,Beans (red) - Retail,$/kg,2018-03-15
South Sudan - Jau,6.80882352805,Beans (red) - Retail,$/kg,2018-04-15
South Sudan - Jau,6.9117647044999995,Beans (red) - Retail,$/kg,2018-06-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2018-07-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2018-08-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2018-09-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2018-10-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2018-12-15
South Sudan - Jau,7.352941175,Beans (red) - Retail,$/kg,2019-03-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-04-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-05-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-06-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-07-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-08-15
South Sudan - Jau,8.5,Oil (vegetable) - Retail,SSP/L,2013-09-15
South Sudan - Jau,9.5,Oil (vegetable) - Retail,SSP/L,2013-10-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2013-11-15
South Sudan - Jau,12.5,Oil (vegetable) - Retail,SSP/L,2013-12-15
South Sudan - Jau,15.0,Oil (vegetable) - Retail,SSP/L,2014-01-15
South Sudan - Jau,15.0,Oil (vegetable) - Retail,SSP/L,2014-02-15
South Sudan - Jau,15.0,Oil (vegetable) - Retail,SSP/L,2014-03-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-04-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-05-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-06-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-07-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-08-15
South Sudan - Jau,10.0,Oil (vegetable) - Retail,SSP/L,2014-09-15
South Sudan - Jau,11.0,Oil (vegetable) - Retail,SSP/L,2014-10-15
South Sudan - Jau,18.0,Oil (vegetable) - Retail,SSP/L,2014-11-15
South Sudan - Jau,12.8,Oil (vegetable) - Retail,SSP/L,2014-12-15
South Sudan - Jau,15.0,Oil (vegetable) - Retail,SSP/L,2015-01-15
South Sudan - Jau,18.0,Oil (vegetable) - Retail,SSP/L,2015-02-15
South Sudan - Jau,12.0,Oil (vegetable) - Retail,SSP/L,2015-03-15
South Sudan - Jau,23.0,Oil (vegetable) - Retail,SSP/L,2015-04-15
South Sudan - Jau,25.5,Oil (vegetable) - Retail,SSP/L,2015-05-15
South Sudan - Jau,19.5,Oil (vegetable) - Retail,SSP/L,2015-06-15
South Sudan - Jau,23.3,Oil (vegetable) - Retail,SSP/L,2015-07-15
South Sudan - Jau,30.0,Oil (vegetable) - Retail,SSP/L,2015-08-15
South Sudan - Jau,30.0,Oil (vegetable) - Retail,SSP/L,2015-09-15
South Sudan - Jau,24.0,Oil (vegetable) - Retail,SSP/L,2015-10-15
South Sudan - Jau,27.0,Oil (vegetable) - Retail,SSP/L,2015-11-15
South Sudan - Jau,30.0,Oil (vegetable) - Retail,SSP/L,2015-12-15
South Sudan - Jau,44.0,Oil (vegetable) - Retail,SSP/L,2016-01-15
South Sudan - Jau,50.0,Oil (vegetable) - Retail,SSP/L,2016-02-15
South Sudan - Jau,50.0,Oil (vegetable) - Retail,SSP/L,2016-03-15
South Sudan - Jau,50.0,Oil (vegetable) - Retail,SSP/L,2016-04-15
South Sudan - Jau,50.0,Oil (vegetable) - Retail,SSP/L,2016-05-15
South Sudan - Jau,98.0,Oil (vegetable) - Retail,SSP/L,2016-07-15
South Sudan - Jau,140.0,Oil (vegetable) - Retail,SSP/L,2016-08-15
South Sudan - Jau,120.0,Oil (vegetable) - Retail,SSP/L,2016-10-15
South Sudan - Jau,120.0,Oil (vegetable) - Retail,SSP/L,2016-11-15
South Sudan - Jau,140.0,Oil (vegetable) - Retail,SSP/L,2016-12-15
South Sudan - Jau,180.0,Oil (vegetable) - Retail,SSP/L,2017-02-15
South Sudan - Jau,196.0,Oil (vegetable) - Retail,SSP/L,2017-03-15
South Sudan - Jau,220.0,Oil (vegetable) - Retail,SSP/L,2017-04-15
South Sudan - Jau,183.0,Oil (vegetable) - Retail,SSP/L,2017-05-15
South Sudan - Jau,155.0,Oil (vegetable) - Retail,SSP/L,2017-06-15
South Sudan - Jau,280.0,Oil (vegetable) - Retail,SSP/L,2017-07-15
South Sudan - Jau,280.0,Oil (vegetable) - Retail,SSP/L,2017-08-15
South Sudan - Jau,300.0,Oil (vegetable) - Retail,SSP/L,2017-10-15
South Sudan - Jau,300.0,Oil (vegetable) - Retail,SSP/L,2017-11-15
South Sudan - Jau,308.0,Oil (vegetable) - Retail,SSP/L,2017-12-15
South Sudan - Jau,300.0,Oil (vegetable) - Retail,SSP/L,2018-01-15
South Sudan - Jau,300.0,Oil (vegetable) - Retail,SSP/L,2018-03-15
South Sudan - Jau,363.0,Oil (vegetable) - Retail,SSP/L,2018-04-15
South Sudan - Jau,478.0,Oil (vegetable) - Retail,SSP/L,2018-06-15
South Sudan - Jau,365.0,Oil (vegetable) - Retail,SSP/L,2018-07-15
South Sudan - Jau,388.0,Oil (vegetable) - Retail,SSP/L,2018-08-15
South Sudan - Jau,700.0,Oil (vegetable) - Retail,SSP/L,2018-09-15
South Sudan - Jau,361.0,Oil (vegetable) - Retail,SSP/L,2018-10-15
South Sudan - Jau,360.0,Oil (vegetable) - Retail,SSP/L,2018-12-15
South Sudan - Jau,362.0,Oil (vegetable) - Retail,SSP/L,2019-03-15
South Sudan - Jau,0.14080882350124999,Groundnuts (shelled) - Retail,$/kg,2009-05-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2009-06-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2009-07-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2009-08-15
South Sudan - Jau,0.1257352940925,Groundnuts (shelled) - Retail,$/kg,2009-09-15
South Sudan - Jau,0.07830882351375,Groundnuts (shelled) - Retail,$/kg,2009-10-15
South Sudan - Jau,0.09448529409874999,Groundnuts (shelled) - Retail,$/kg,2009-11-15
South Sudan - Jau,0.07536764704375,Groundnuts (shelled) - Retail,$/kg,2009-12-15
South Sudan - Jau,0.07683823527874999,Groundnuts (shelled) - Retail,$/kg,2010-01-15
South Sudan - Jau,0.095588235275,Groundnuts (shelled) - Retail,$/kg,2010-02-15
South Sudan - Jau,0.08333382351274499,Groundnuts (shelled) - Retail,$/kg,2010-03-15
South Sudan - Jau,0.08333382351274499,Groundnuts (shelled) - Retail,$/kg,2010-04-15
South Sudan - Jau,0.095588235275,Groundnuts (shelled) - Retail,$/kg,2010-05-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2010-06-15
South Sudan - Jau,0.09999999997999999,Groundnuts (shelled) - Retail,$/kg,2010-07-15
South Sudan - Jau,0.1066176470375,Groundnuts (shelled) - Retail,$/kg,2010-09-15
South Sudan - Jau,0.10294117644999999,Groundnuts (shelled) - Retail,$/kg,2010-11-15
South Sudan - Jau,0.15294117644,Groundnuts (shelled) - Retail,$/kg,2010-12-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2011-01-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2011-02-15
South Sudan - Jau,0.1176470588,Groundnuts (shelled) - Retail,$/kg,2011-03-15
South Sudan - Jau,0.07352941175,Groundnuts (shelled) - Retail,$/kg,2011-04-15
South Sudan - Jau,0.20588235289999998,Groundnuts (shelled) - Retail,$/kg,2011-05-15
South Sudan - Jau,0.2352941176,Groundnuts (shelled) - Retail,$/kg,2011-06-15
South Sudan - Jau,0.4411764705,Groundnuts (shelled) - Retail,$/kg,2011-07-15
South Sudan - Jau,0.4154411763875,Groundnuts (shelled) - Retail,$/kg,2011-08-15
South Sudan - Jau,0.588235294,Groundnuts (shelled) - Retail,$/kg,2011-09-15
South Sudan - Jau,0.4411764705,Groundnuts (shelled) - Retail,$/kg,2011-10-15
South Sudan - Jau,0.46568676461274494,Groundnuts (shelled) - Retail,$/kg,2011-11-15
South Sudan - Jau,0.4411764705,Groundnuts (shelled) - Retail,$/kg,2011-12-15
South Sudan - Jau,0.4411764705,Groundnuts (shelled) - Retail,$/kg,2012-01-15
South Sudan - Jau,0.27573529406249997,Groundnuts (shelled) - Retail,$/kg,2012-02-15
South Sudan - Jau,0.09264705880499999,Groundnuts (shelled) - Retail,$/kg,2012-03-15
South Sudan - Jau,0.185588235257,Groundnuts (shelled) - Retail,$/kg,2012-04-15
South Sudan - Jau,0.2904411764125,Groundnuts (shelled) - Retail,$/kg,2012-05-15
South Sudan - Jau,0.4411764705,Groundnuts (shelled) - Retail,$/kg,2012-07-15
South Sudan - Jau,0.41470588227,Groundnuts (shelled) - Retail,$/kg,2012-08-15
South Sudan - Jau,0.588235294,Groundnuts (shelled) - Retail,$/kg,2012-09-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2012-10-15
South Sudan - Jau,0.1176470588,Groundnuts (shelled) - Retail,$/kg,2012-12-15
South Sudan - Jau,0.1176470588,Groundnuts (shelled) - Retail,$/kg,2013-04-15
South Sudan - Jau,0.12794117644499997,Groundnuts (shelled) - Retail,$/kg,2013-05-15
South Sudan - Jau,0.186764705845,Groundnuts (shelled) - Retail,$/kg,2013-06-15
South Sudan - Jau,0.10294117644999999,Groundnuts (shelled) - Retail,$/kg,2013-07-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2013-08-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2013-09-15
South Sudan - Jau,0.10588235291999999,Groundnuts (shelled) - Retail,$/kg,2013-10-15
South Sudan - Jau,0.1139705882125,Groundnuts (shelled) - Retail,$/kg,2013-11-15
South Sudan - Jau,0.1470588235,Groundnuts (shelled) - Retail,$/kg,2013-12-15
South Sudan - Jau,0.1470588235,Groundnuts (shelled) - Retail,$/kg,2014-01-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-02-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-03-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-04-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-05-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-06-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-07-15
South Sudan - Jau,0.110294117625,Groundnuts (shelled) - Retail,$/kg,2014-08-15
South Sudan - Jau,0.0882352941,Groundnuts (shelled) - Retail,$/kg,2014-09-15
South Sudan - Jau,0.0992647058625,Groundnuts (shelled) - Retail,$/kg,2014-10-15
South Sudan - Jau,0.127451470562745,Groundnuts (shelled) - Retail,$/kg,2014-11-15
South Sudan - Jau,0.124999999975,Groundnuts (shelled) - Retail,$/kg,2014-12-15
South Sudan - Jau,0.13235294115,Groundnuts (shelled) - Retail,$/kg,2015-01-15
South Sudan - Jau,0.139705882325,Groundnuts (shelled) - Retail,$/kg,2015-02-15
South Sudan - Jau,0.139705882325,Groundnuts (shelled) - Retail,$/kg,2015-03-15
South Sudan - Jau,0.1764705882,Groundnuts (shelled) - Retail,$/kg,2015-04-15
South Sudan - Jau,0.18823529408,Groundnuts (shelled) - Retail,$/kg,2015-05-15
South Sudan - Jau,0.26764705877,Groundnuts (shelled) - Retail,$/kg,2015-06-15
South Sudan - Jau,0.37058823521999995,Groundnuts (shelled) - Retail,$/kg,2015-07-15
South Sudan - Jau,0.227941176425,Groundnuts (shelled) - Retail,$/kg,2015-08-15
South Sudan - Jau,0.26764705877,Groundnuts (shelled) - Retail,$/kg,2015-09-15
South Sudan - Jau,0.294117647,Groundnuts (shelled) - Retail,$/kg,2015-10-15
South Sudan - Jau,0.26176470583,Groundnuts (shelled) - Retail,$/kg,2015-11-15
South Sudan - Jau,0.39705882345,Groundnuts (shelled) - Retail,$/kg,2016-01-15
South Sudan - Jau,0.51470588225,Groundnuts (shelled) - Retail,$/kg,2016-02-15
South Sudan - Jau,0.51470588225,Groundnuts (shelled) - Retail,$/kg,2016-03-15
South Sudan - Jau,0.227941176425,Groundnuts (shelled) - Retail,$/kg,2016-04-15
South Sudan - Jau,0.54411764695,Groundnuts (shelled) - Retail,$/kg,2016-05-15
South Sudan - Jau,1.470588235,Groundnuts (shelled) - Retail,$/kg,2016-07-15
South Sudan - Jau,1.3235294115,Groundnuts (shelled) - Retail,$/kg,2016-10-15
South Sudan - Jau,1.13235294095,Groundnuts (shelled) - Retail,$/kg,2016-11-15
South Sudan - Jau,1.024999999795,Groundnuts (shelled) - Retail,$/kg,2016-12-15
South Sudan - Jau,1.6764705879,Groundnuts (shelled) - Retail,$/kg,2017-02-15
South Sudan - Jau,1.6470588231999999,Groundnuts (shelled) - Retail,$/kg,2017-03-15
South Sudan - Jau,6.86176470451,Groundnuts (shelled) - Retail,$/kg,2017-04-15
South Sudan - Jau,8.823529409999999,Groundnuts (shelled) - Retail,$/kg,2017-05-15
South Sudan - Jau,3.8676470580499998,Groundnuts (shelled) - Retail,$/kg,2017-06-15
South Sudan - Jau,3.77941176395,Groundnuts (shelled) - Retail,$/kg,2017-07-15
South Sudan - Jau,3.1323529405499997,Groundnuts (shelled) - Retail,$/kg,2017-08-15
South Sudan - Jau,5.7352941164999995,Groundnuts (shelled) - Retail,$/kg,2017-10-15
South Sudan - Jau,4.2058823521,Groundnuts (shelled) - Retail,$/kg,2017-11-15
South Sudan - Jau,3.2647058817,Groundnuts (shelled) - Retail,$/kg,2017-12-15
South Sudan - Jau,3.8823529403999997,Groundnuts (shelled) - Retail,$/kg,2018-01-15
South Sudan - Jau,3.529411764,Groundnuts (shelled) - Retail,$/kg,2018-03-15
South Sudan - Jau,5.338235293049999,Groundnuts (shelled) - Retail,$/kg,2018-04-15
South Sudan - Jau,3.235294117,Groundnuts (shelled) - Retail,$/kg,2018-06-15
South Sudan - Jau,4.095588234475,Groundnuts (shelled) - Retail,$/kg,2018-07-15
South Sudan - Jau,6.1617647046499995,Groundnuts (shelled) - Retail,$/kg,2018-08-15
South Sudan - Jau,3.7941176462999997,Groundnuts (shelled) - Retail,$/kg,2018-09-15
South Sudan - Jau,3.1470588229,Groundnuts (shelled) - Retail,$/kg,2018-10-15
South Sudan - Jau,2.058823529,Groundnuts (shelled) - Retail,$/kg,2018-12-15
South Sudan - Jau,2.4558823524499998,Groundnuts (shelled) - Retail,$/kg,2019-03-15
South Sudan - Jau,0.022058823524999993,Millet (white) - Retail,$/kg,2006-12-15
South Sudan - Jau,0.019222689071785707,Millet (white) - Retail,$/kg,2007-01-15
South Sudan - Jau,0.015651260501071424,Millet (white) - Retail,$/kg,2007-02-15
South Sudan - Jau,0.015021008400357139,Millet (white) - Retail,$/kg,2007-03-15
South Sudan - Jau,0.016386554618571424,Millet (white) - Retail,$/kg,2007-04-15
South Sudan - Jau,0.021638655457857137,Millet (white) - Retail,$/kg,2007-07-15
South Sudan - Jau,0.022549159659355705,Millet (white) - Retail,$/kg,2007-08-15
South Sudan - Jau,0.01733193276964285,Millet (white) - Retail,$/kg,2007-09-15
South Sudan - Jau,0.021218487390714278,Millet (white) - Retail,$/kg,2007-10-15
South Sudan - Jau,0.02170882352506999,Millet (white) - Retail,$/kg,2007-11-15
South Sudan - Jau,0.021008403357142852,Millet (white) - Retail,$/kg,2007-12-15
South Sudan - Jau,0.02415966386071428,Millet (white) - Retail,$/kg,2008-01-15
South Sudan - Jau,0.024999999994999994,Millet (white) - Retail,$/kg,2008-02-15
South Sudan - Jau,0.024369747894285705,Millet (white) - Retail,$/kg,2008-03-15
South Sudan - Jau,0.02300420167607142,Millet (white) - Retail,$/kg,2008-04-15
South Sudan - Jau,0.02268907562571428,Millet (white) - Retail,$/kg,2008-05-15
South Sudan - Jau,0.02342436974321428,Millet (white) - Retail,$/kg,2008-06-15
South Sudan - Jau,0.025315126045357135,Millet (white) - Retail,$/kg,2008-07-15
South Sudan - Jau,0.026155462179642847,Millet (white) - Retail,$/kg,2008-08-15
South Sudan - Jau,0.02647058822999999,Millet (white) - Retail,$/kg,2008-09-15
South Sudan - Jau,0.025525210078928565,Millet (white) - Retail,$/kg,2008-10-15
South Sudan - Jau,0.025525210078928565,Millet (white) - Retail,$/kg,2008-11-15
South Sudan - Jau,0.02521008402857142,Millet (white) - Retail,$/kg,2008-12-15
South Sudan - Jau,0.024369747894285705,Millet (white) - Retail,$/kg,2009-01-15
South Sudan - Jau,0.02815126049857142,Millet (white) - Retail,$/kg,2009-02-15
South Sudan - Jau,0.02829117646492999,Millet (white) - Retail,$/kg,2009-03-15
South Sudan - Jau,0.028851680666498562,Millet (white) - Retail,$/kg,2009-04-15
South Sudan - Jau,0.0361344537742857,Millet (white) - Retail,$/kg,2009-05-15
South Sudan - Jau,0.03697478990857142,Millet (white) - Retail,$/kg,2009-06-15
South Sudan - Jau,0.041386554613571415,Millet (white) - Retail,$/kg,2009-07-15
South Sudan - Jau,0.05294117645999998,Millet (white) - Retail,$/kg,2009-08-15
South Sudan - Jau,0.06302521007142856,Millet (white) - Retail,$/kg,2009-09-15
South Sudan - Jau,0.06386554620571426,Millet (white) - Retail,$/kg,2009-10-15
South Sudan - Jau,0.0361344537742857,Millet (white) - Retail,$/kg,2009-11-15
South Sudan - Jau,0.029831932767142844,Millet (white) - Retail,$/kg,2009-12-15
South Sudan - Jau,0.03151260503571428,Millet (white) - Retail,$/kg,2010-01-15
South Sudan - Jau,0.03361344537142856,Millet (white) - Retail,$/kg,2010-02-15
South Sudan - Jau,0.03641470587506999,Millet (white) - Retail,$/kg,2010-03-15
South Sudan - Jau,0.042016806714285704,Millet (white) - Retail,$/kg,2010-04-15
South Sudan - Jau,0.042016806714285704,Millet (white) - Retail,$/kg,2010-05-15
South Sudan - Jau,0.042016806714285704,Millet (white) - Retail,$/kg,2010-06-15
South Sudan - Jau,0.04369747898285713,Millet (white) - Retail,$/kg,2010-07-15
South Sudan - Jau,0.06827731091071426,Millet (white) - Retail,$/kg,2010-09-15
South Sudan - Jau,0.07773109242142855,Millet (white) - Retail,$/kg,2010-11-15
South Sudan - Jau,0.04369747898285713,Millet (white) - Retail,$/kg,2010-12-15
South Sudan - Jau,0.05042016805714284,Millet (white) - Retail,$/kg,2011-01-15
South Sudan - Jau,0.05042016805714284,Millet (white) - Retail,$/kg,2011-02-15
South Sudan - Jau,0.05042016805714284,Millet (white) - Retail,$/kg,2011-03-15
South Sudan - Jau,0.042016806714285704,Millet (white) - Retail,$/kg,2011-04-15
South Sudan - Jau,0.056722689064285695,Millet (white) - Retail,$/kg,2011-05-15
South Sudan - Jau,0.05882352939999998,Millet (white) - Retail,$/kg,2011-06-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2011-07-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2011-08-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2011-09-15
South Sudan - Jau,0.030812184867787133,Millet (white) - Retail,$/kg,2011-11-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2011-12-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2012-01-15
South Sudan - Jau,0.1039915966178571,Millet (white) - Retail,$/kg,2012-02-15
South Sudan - Jau,0.1039915966178571,Millet (white) - Retail,$/kg,2012-03-15
South Sudan - Jau,0.1039915966178571,Millet (white) - Retail,$/kg,2012-04-15
South Sudan - Jau,0.11554621846428567,Millet (white) - Retail,$/kg,2012-05-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2012-07-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2012-08-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2012-09-15
South Sudan - Jau,0.10924369745714282,Millet (white) - Retail,$/kg,2013-04-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2013-05-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2013-06-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2013-07-15
South Sudan - Jau,0.10189075628214282,Millet (white) - Retail,$/kg,2013-08-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2013-09-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2013-10-15
South Sudan - Jau,0.09453781510714282,Millet (white) - Retail,$/kg,2013-11-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2013-12-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2014-01-15
South Sudan - Jau,0.09243697477142854,Millet (white) - Retail,$/kg,2014-02-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2014-03-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2014-04-15
South Sudan - Jau,0.09243697477142854,Millet (white) - Retail,$/kg,2014-05-15
South Sudan - Jau,0.09243697477142854,Millet (white) - Retail,$/kg,2014-06-15
South Sudan - Jau,0.08823529409999997,Millet (white) - Retail,$/kg,2014-07-15
South Sudan - Jau,0.0913865546035714,Millet (white) - Retail,$/kg,2014-08-15
South Sudan - Jau,0.08403361342857141,Millet (white) - Retail,$/kg,2014-09-15
South Sudan - Jau,0.10504201678571425,Millet (white) - Retail,$/kg,2014-10-15
South Sudan - Jau,0.16106428568207282,Millet (white) - Retail,$/kg,2014-11-15
South Sudan - Jau,0.042016806714285704,Millet (white) - Retail,$/kg,2014-12-15
South Sudan - Jau,0.11848739493428567,Millet (white) - Retail,$/kg,2015-01-15
South Sudan - Jau,0.11344537812857139,Millet (white) - Retail,$/kg,2015-02-15
South Sudan - Jau,0.1260504201428571,Millet (white) - Retail,$/kg,2015-03-15
South Sudan - Jau,0.16806722685714282,Millet (white) - Retail,$/kg,2015-04-15
