sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,dcat-dimension:thing,dcat:measure_1_value,sdmx-attribute:refArea
2014-07-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2014-08-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2014-09-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2014-10-15,SSP/L,Oil (vegetable) - Retail,11.0,South Sudan - Jau
2014-11-15,SSP/L,Oil (vegetable) - Retail,18.0,South Sudan - Jau
2014-12-15,SSP/L,Oil (vegetable) - Retail,12.8,South Sudan - Jau
2015-01-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Jau
2015-02-15,SSP/L,Oil (vegetable) - Retail,18.0,South Sudan - Jau
2015-03-15,SSP/L,Oil (vegetable) - Retail,12.0,South Sudan - Jau
2015-04-15,SSP/L,Oil (vegetable) - Retail,23.0,South Sudan - Jau
2015-05-15,SSP/L,Oil (vegetable) - Retail,25.5,South Sudan - Jau
2015-06-15,SSP/L,Oil (vegetable) - Retail,19.5,South Sudan - Jau
2015-07-15,SSP/L,Oil (vegetable) - Retail,23.3,South Sudan - Jau
2015-08-15,SSP/L,Oil (vegetable) - Retail,30.0,South Sudan - Jau
2015-09-15,SSP/L,Oil (vegetable) - Retail,30.0,South Sudan - Jau
2015-10-15,SSP/L,Oil (vegetable) - Retail,24.0,South Sudan - Jau
2015-11-15,SSP/L,Oil (vegetable) - Retail,27.0,South Sudan - Jau
2015-12-15,SSP/L,Oil (vegetable) - Retail,30.0,South Sudan - Jau
2016-01-15,SSP/L,Oil (vegetable) - Retail,44.0,South Sudan - Jau
2016-02-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Jau
2016-03-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Jau
2016-04-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Jau
2016-05-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Jau
2016-07-15,SSP/L,Oil (vegetable) - Retail,98.0,South Sudan - Jau
2016-08-15,SSP/L,Oil (vegetable) - Retail,140.0,South Sudan - Jau
2016-10-15,SSP/L,Oil (vegetable) - Retail,120.0,South Sudan - Jau
2016-11-15,SSP/L,Oil (vegetable) - Retail,120.0,South Sudan - Jau
2016-12-15,SSP/L,Oil (vegetable) - Retail,140.0,South Sudan - Jau
2017-02-15,SSP/L,Oil (vegetable) - Retail,180.0,South Sudan - Jau
2017-03-15,SSP/L,Oil (vegetable) - Retail,196.0,South Sudan - Jau
2017-04-15,SSP/L,Oil (vegetable) - Retail,220.0,South Sudan - Jau
2017-05-15,SSP/L,Oil (vegetable) - Retail,183.0,South Sudan - Jau
2017-06-15,SSP/L,Oil (vegetable) - Retail,155.0,South Sudan - Jau
2017-07-15,SSP/L,Oil (vegetable) - Retail,280.0,South Sudan - Jau
2017-08-15,SSP/L,Oil (vegetable) - Retail,280.0,South Sudan - Jau
2017-10-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Jau
2017-11-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Jau
2017-12-15,SSP/L,Oil (vegetable) - Retail,308.0,South Sudan - Jau
2018-01-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Jau
2018-03-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Jau
2018-04-15,SSP/L,Oil (vegetable) - Retail,363.0,South Sudan - Jau
2018-06-15,SSP/L,Oil (vegetable) - Retail,478.0,South Sudan - Jau
2018-07-15,SSP/L,Oil (vegetable) - Retail,365.0,South Sudan - Jau
2018-08-15,SSP/L,Oil (vegetable) - Retail,388.0,South Sudan - Jau
2018-09-15,SSP/L,Oil (vegetable) - Retail,700.0,South Sudan - Jau
2018-10-15,SSP/L,Oil (vegetable) - Retail,361.0,South Sudan - Jau
2018-12-15,SSP/L,Oil (vegetable) - Retail,360.0,South Sudan - Jau
2019-03-15,SSP/L,Oil (vegetable) - Retail,362.0,South Sudan - Jau
2009-05-15,SSP/KG,Groundnuts (shelled) - Retail,9.575,South Sudan - Jau
2009-06-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2009-07-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2009-08-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2009-09-15,SSP/KG,Groundnuts (shelled) - Retail,8.55,South Sudan - Jau
2009-10-15,SSP/KG,Groundnuts (shelled) - Retail,5.325,South Sudan - Jau
2009-11-15,SSP/KG,Groundnuts (shelled) - Retail,6.425,South Sudan - Jau
2009-12-15,SSP/KG,Groundnuts (shelled) - Retail,5.125,South Sudan - Jau
2010-01-15,SSP/KG,Groundnuts (shelled) - Retail,5.225,South Sudan - Jau
2010-02-15,SSP/KG,Groundnuts (shelled) - Retail,6.5,South Sudan - Jau
2010-03-15,SSP/KG,Groundnuts (shelled) - Retail,5.6667,South Sudan - Jau
2010-04-15,SSP/KG,Groundnuts (shelled) - Retail,5.6667,South Sudan - Jau
2010-05-15,SSP/KG,Groundnuts (shelled) - Retail,6.5,South Sudan - Jau
2010-06-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2010-07-15,SSP/KG,Groundnuts (shelled) - Retail,6.8,South Sudan - Jau
2010-09-15,SSP/KG,Groundnuts (shelled) - Retail,7.25,South Sudan - Jau
2010-11-15,SSP/KG,Groundnuts (shelled) - Retail,7.0,South Sudan - Jau
2010-12-15,SSP/KG,Groundnuts (shelled) - Retail,10.4,South Sudan - Jau
2011-01-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2011-02-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2011-03-15,SSP/KG,Groundnuts (shelled) - Retail,8.0,South Sudan - Jau
2011-04-15,SSP/KG,Groundnuts (shelled) - Retail,5.0,South Sudan - Jau
2011-05-15,SSP/KG,Groundnuts (shelled) - Retail,14.0,South Sudan - Jau
2011-06-15,SSP/KG,Groundnuts (shelled) - Retail,16.0,South Sudan - Jau
2011-07-15,SSP/KG,Groundnuts (shelled) - Retail,30.0,South Sudan - Jau
2011-08-15,SSP/KG,Groundnuts (shelled) - Retail,28.25,South Sudan - Jau
2011-09-15,SSP/KG,Groundnuts (shelled) - Retail,40.0,South Sudan - Jau
2011-10-15,SSP/KG,Groundnuts (shelled) - Retail,30.0,South Sudan - Jau
2011-11-15,SSP/KG,Groundnuts (shelled) - Retail,31.6667,South Sudan - Jau
2011-12-15,SSP/KG,Groundnuts (shelled) - Retail,30.0,South Sudan - Jau
2012-01-15,SSP/KG,Groundnuts (shelled) - Retail,30.0,South Sudan - Jau
2012-02-15,SSP/KG,Groundnuts (shelled) - Retail,18.75,South Sudan - Jau
2012-03-15,SSP/KG,Groundnuts (shelled) - Retail,6.3,South Sudan - Jau
2012-04-15,SSP/KG,Groundnuts (shelled) - Retail,12.62,South Sudan - Jau
2012-05-15,SSP/KG,Groundnuts (shelled) - Retail,19.75,South Sudan - Jau
2012-07-15,SSP/KG,Groundnuts (shelled) - Retail,30.0,South Sudan - Jau
2012-08-15,SSP/KG,Groundnuts (shelled) - Retail,28.2,South Sudan - Jau
2012-09-15,SSP/KG,Groundnuts (shelled) - Retail,40.0,South Sudan - Jau
2012-10-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2012-12-15,SSP/KG,Groundnuts (shelled) - Retail,8.0,South Sudan - Jau
2013-04-15,SSP/KG,Groundnuts (shelled) - Retail,8.0,South Sudan - Jau
2013-05-15,SSP/KG,Groundnuts (shelled) - Retail,8.7,South Sudan - Jau
2013-06-15,SSP/KG,Groundnuts (shelled) - Retail,12.7,South Sudan - Jau
2013-07-15,SSP/KG,Groundnuts (shelled) - Retail,7.0,South Sudan - Jau
2013-08-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2013-09-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2013-10-15,SSP/KG,Groundnuts (shelled) - Retail,7.2,South Sudan - Jau
2013-11-15,SSP/KG,Groundnuts (shelled) - Retail,7.75,South Sudan - Jau
2013-12-15,SSP/KG,Groundnuts (shelled) - Retail,10.0,South Sudan - Jau
2014-01-15,SSP/KG,Groundnuts (shelled) - Retail,10.0,South Sudan - Jau
2014-02-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-03-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-04-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-05-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-06-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-07-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-08-15,SSP/KG,Groundnuts (shelled) - Retail,7.5,South Sudan - Jau
2014-09-15,SSP/KG,Groundnuts (shelled) - Retail,6.0,South Sudan - Jau
2014-10-15,SSP/KG,Groundnuts (shelled) - Retail,6.75,South Sudan - Jau
2014-11-15,SSP/KG,Groundnuts (shelled) - Retail,8.6667,South Sudan - Jau
2014-12-15,SSP/KG,Groundnuts (shelled) - Retail,8.5,South Sudan - Jau
2015-01-15,SSP/KG,Groundnuts (shelled) - Retail,9.0,South Sudan - Jau
2015-02-15,SSP/KG,Groundnuts (shelled) - Retail,9.5,South Sudan - Jau
2015-03-15,SSP/KG,Groundnuts (shelled) - Retail,9.5,South Sudan - Jau
2015-04-15,SSP/KG,Groundnuts (shelled) - Retail,12.0,South Sudan - Jau
2015-05-15,SSP/KG,Groundnuts (shelled) - Retail,12.8,South Sudan - Jau
2015-06-15,SSP/KG,Groundnuts (shelled) - Retail,18.2,South Sudan - Jau
2015-07-15,SSP/KG,Groundnuts (shelled) - Retail,25.2,South Sudan - Jau
2015-08-15,SSP/KG,Groundnuts (shelled) - Retail,15.5,South Sudan - Jau
2015-09-15,SSP/KG,Groundnuts (shelled) - Retail,18.2,South Sudan - Jau
2015-10-15,SSP/KG,Groundnuts (shelled) - Retail,20.0,South Sudan - Jau
2015-11-15,SSP/KG,Groundnuts (shelled) - Retail,17.8,South Sudan - Jau
2016-01-15,SSP/KG,Groundnuts (shelled) - Retail,27.0,South Sudan - Jau
2016-02-15,SSP/KG,Groundnuts (shelled) - Retail,35.0,South Sudan - Jau
2016-03-15,SSP/KG,Groundnuts (shelled) - Retail,35.0,South Sudan - Jau
2016-04-15,SSP/KG,Groundnuts (shelled) - Retail,15.5,South Sudan - Jau
2016-05-15,SSP/KG,Groundnuts (shelled) - Retail,37.0,South Sudan - Jau
2016-07-15,SSP/KG,Groundnuts (shelled) - Retail,100.0,South Sudan - Jau
2016-10-15,SSP/KG,Groundnuts (shelled) - Retail,90.0,South Sudan - Jau
2016-11-15,SSP/KG,Groundnuts (shelled) - Retail,77.0,South Sudan - Jau
2016-12-15,SSP/KG,Groundnuts (shelled) - Retail,69.7,South Sudan - Jau
2017-02-15,SSP/KG,Groundnuts (shelled) - Retail,114.0,South Sudan - Jau
2017-03-15,SSP/KG,Groundnuts (shelled) - Retail,112.0,South Sudan - Jau
2017-04-15,SSP/KG,Groundnuts (shelled) - Retail,466.6,South Sudan - Jau
2017-05-15,SSP/KG,Groundnuts (shelled) - Retail,600.0,South Sudan - Jau
2017-06-15,SSP/KG,Groundnuts (shelled) - Retail,263.0,South Sudan - Jau
2017-07-15,SSP/KG,Groundnuts (shelled) - Retail,257.0,South Sudan - Jau
2017-08-15,SSP/KG,Groundnuts (shelled) - Retail,213.0,South Sudan - Jau
2017-10-15,SSP/KG,Groundnuts (shelled) - Retail,390.0,South Sudan - Jau
2017-11-15,SSP/KG,Groundnuts (shelled) - Retail,286.0,South Sudan - Jau
2017-12-15,SSP/KG,Groundnuts (shelled) - Retail,222.0,South Sudan - Jau
2018-01-15,SSP/KG,Groundnuts (shelled) - Retail,264.0,South Sudan - Jau
2018-03-15,SSP/KG,Groundnuts (shelled) - Retail,240.0,South Sudan - Jau
2018-04-15,SSP/KG,Groundnuts (shelled) - Retail,363.0,South Sudan - Jau
2018-06-15,SSP/KG,Groundnuts (shelled) - Retail,220.0,South Sudan - Jau
2018-07-15,SSP/KG,Groundnuts (shelled) - Retail,278.5,South Sudan - Jau
2018-08-15,SSP/KG,Groundnuts (shelled) - Retail,419.0,South Sudan - Jau
2018-09-15,SSP/KG,Groundnuts (shelled) - Retail,258.0,South Sudan - Jau
2018-10-15,SSP/KG,Groundnuts (shelled) - Retail,214.0,South Sudan - Jau
2018-12-15,SSP/KG,Groundnuts (shelled) - Retail,140.0,South Sudan - Jau
2019-03-15,SSP/KG,Groundnuts (shelled) - Retail,167.0,South Sudan - Jau
2006-12-15,SSP/3.5 KG,Millet (white) - Retail,5.25,South Sudan - Jau
2007-01-15,SSP/3.5 KG,Millet (white) - Retail,4.575,South Sudan - Jau
2007-02-15,SSP/3.5 KG,Millet (white) - Retail,3.725,South Sudan - Jau
2007-03-15,SSP/3.5 KG,Millet (white) - Retail,3.575,South Sudan - Jau
2007-04-15,SSP/3.5 KG,Millet (white) - Retail,3.9,South Sudan - Jau
2007-07-15,SSP/3.5 KG,Millet (white) - Retail,5.15,South Sudan - Jau
2007-08-15,SSP/3.5 KG,Millet (white) - Retail,5.3667,South Sudan - Jau
2007-09-15,SSP/3.5 KG,Millet (white) - Retail,4.125,South Sudan - Jau
2007-10-15,SSP/3.5 KG,Millet (white) - Retail,5.05,South Sudan - Jau
2007-11-15,SSP/3.5 KG,Millet (white) - Retail,5.1667,South Sudan - Jau
2007-12-15,SSP/3.5 KG,Millet (white) - Retail,5.0,South Sudan - Jau
2008-01-15,SSP/3.5 KG,Millet (white) - Retail,5.75,South Sudan - Jau
2008-02-15,SSP/3.5 KG,Millet (white) - Retail,5.95,South Sudan - Jau
2008-03-15,SSP/3.5 KG,Millet (white) - Retail,5.8,South Sudan - Jau
2008-04-15,SSP/3.5 KG,Millet (white) - Retail,5.475,South Sudan - Jau
2008-05-15,SSP/3.5 KG,Millet (white) - Retail,5.4,South Sudan - Jau
2008-06-15,SSP/3.5 KG,Millet (white) - Retail,5.575,South Sudan - Jau
2008-07-15,SSP/3.5 KG,Millet (white) - Retail,6.025,South Sudan - Jau
2008-08-15,SSP/3.5 KG,Millet (white) - Retail,6.225,South Sudan - Jau
2008-09-15,SSP/3.5 KG,Millet (white) - Retail,6.3,South Sudan - Jau
2008-10-15,SSP/3.5 KG,Millet (white) - Retail,6.075,South Sudan - Jau
2008-11-15,SSP/3.5 KG,Millet (white) - Retail,6.075,South Sudan - Jau
2008-12-15,SSP/3.5 KG,Millet (white) - Retail,6.0,South Sudan - Jau
2009-01-15,SSP/3.5 KG,Millet (white) - Retail,5.8,South Sudan - Jau
2009-02-15,SSP/3.5 KG,Millet (white) - Retail,6.7,South Sudan - Jau
2009-03-15,SSP/3.5 KG,Millet (white) - Retail,6.7333,South Sudan - Jau
2009-04-15,SSP/3.5 KG,Millet (white) - Retail,6.8667,South Sudan - Jau
2009-05-15,SSP/3.5 KG,Millet (white) - Retail,8.6,South Sudan - Jau
2009-06-15,SSP/3.5 KG,Millet (white) - Retail,8.8,South Sudan - Jau
2009-07-15,SSP/3.5 KG,Millet (white) - Retail,9.85,South Sudan - Jau
2009-08-15,SSP/3.5 KG,Millet (white) - Retail,12.6,South Sudan - Jau
2009-09-15,SSP/3.5 KG,Millet (white) - Retail,15.0,South Sudan - Jau
2009-10-15,SSP/3.5 KG,Millet (white) - Retail,15.2,South Sudan - Jau
2009-11-15,SSP/3.5 KG,Millet (white) - Retail,8.6,South Sudan - Jau
2009-12-15,SSP/3.5 KG,Millet (white) - Retail,7.1,South Sudan - Jau
2010-01-15,SSP/3.5 KG,Millet (white) - Retail,7.5,South Sudan - Jau
2010-02-15,SSP/3.5 KG,Millet (white) - Retail,8.0,South Sudan - Jau
2010-03-15,SSP/3.5 KG,Millet (white) - Retail,8.6667,South Sudan - Jau
2010-04-15,SSP/3.5 KG,Millet (white) - Retail,10.0,South Sudan - Jau
2010-05-15,SSP/3.5 KG,Millet (white) - Retail,10.0,South Sudan - Jau
2010-06-15,SSP/3.5 KG,Millet (white) - Retail,10.0,South Sudan - Jau
2010-07-15,SSP/3.5 KG,Millet (white) - Retail,10.4,South Sudan - Jau
2010-09-15,SSP/3.5 KG,Millet (white) - Retail,16.25,South Sudan - Jau
2010-11-15,SSP/3.5 KG,Millet (white) - Retail,18.5,South Sudan - Jau
2010-12-15,SSP/3.5 KG,Millet (white) - Retail,10.4,South Sudan - Jau
2011-01-15,SSP/3.5 KG,Millet (white) - Retail,12.0,South Sudan - Jau
2011-02-15,SSP/3.5 KG,Millet (white) - Retail,12.0,South Sudan - Jau
2011-03-15,SSP/3.5 KG,Millet (white) - Retail,12.0,South Sudan - Jau
2011-04-15,SSP/3.5 KG,Millet (white) - Retail,10.0,South Sudan - Jau
2011-05-15,SSP/3.5 KG,Millet (white) - Retail,13.5,South Sudan - Jau
2011-06-15,SSP/3.5 KG,Millet (white) - Retail,14.0,South Sudan - Jau
2011-07-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2011-08-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2011-09-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2011-11-15,SSP/3.5 KG,Millet (white) - Retail,7.3333,South Sudan - Jau
2011-12-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2012-01-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2012-02-15,SSP/3.5 KG,Millet (white) - Retail,24.75,South Sudan - Jau
2012-03-15,SSP/3.5 KG,Millet (white) - Retail,24.75,South Sudan - Jau
2012-04-15,SSP/3.5 KG,Millet (white) - Retail,24.75,South Sudan - Jau
2012-05-15,SSP/3.5 KG,Millet (white) - Retail,27.5,South Sudan - Jau
2012-07-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2012-08-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2012-09-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2013-04-15,SSP/3.5 KG,Millet (white) - Retail,26.0,South Sudan - Jau
2013-05-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2013-06-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2013-07-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2013-08-15,SSP/3.5 KG,Millet (white) - Retail,24.25,South Sudan - Jau
2013-09-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2013-10-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2013-11-15,SSP/3.5 KG,Millet (white) - Retail,22.5,South Sudan - Jau
2013-12-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2014-01-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2014-02-15,SSP/3.5 KG,Millet (white) - Retail,22.0,South Sudan - Jau
2014-03-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2014-04-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2014-05-15,SSP/3.5 KG,Millet (white) - Retail,22.0,South Sudan - Jau
2014-06-15,SSP/3.5 KG,Millet (white) - Retail,22.0,South Sudan - Jau
2014-07-15,SSP/3.5 KG,Millet (white) - Retail,21.0,South Sudan - Jau
2014-08-15,SSP/3.5 KG,Millet (white) - Retail,21.75,South Sudan - Jau
2014-09-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Jau
2014-10-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Jau
2014-11-15,SSP/3.5 KG,Millet (white) - Retail,38.3333,South Sudan - Jau
2014-12-15,SSP/3.5 KG,Millet (white) - Retail,10.0,South Sudan - Jau
2015-01-15,SSP/3.5 KG,Millet (white) - Retail,28.2,South Sudan - Jau
2015-02-15,SSP/3.5 KG,Millet (white) - Retail,27.0,South Sudan - Jau
2015-03-15,SSP/3.5 KG,Millet (white) - Retail,30.0,South Sudan - Jau
2015-04-15,SSP/3.5 KG,Millet (white) - Retail,40.0,South Sudan - Jau
2015-10-15,SSP/3.5 KG,Millet (white) - Retail,48.0,South Sudan - Jau
2015-11-15,SSP/3.5 KG,Millet (white) - Retail,50.0,South Sudan - Jau
2015-12-15,SSP/3.5 KG,Millet (white) - Retail,59.0,South Sudan - Jau
2016-01-15,SSP/3.5 KG,Millet (white) - Retail,70.0,South Sudan - Jau
2016-02-15,SSP/3.5 KG,Millet (white) - Retail,87.5,South Sudan - Jau
2016-03-15,SSP/3.5 KG,Millet (white) - Retail,108.0,South Sudan - Jau
2016-04-15,SSP/3.5 KG,Millet (white) - Retail,120.0,South Sudan - Jau
2016-05-15,SSP/3.5 KG,Millet (white) - Retail,120.0,South Sudan - Jau
2016-07-15,SSP/3.5 KG,Millet (white) - Retail,230.0,South Sudan - Jau
2016-08-15,SSP/3.5 KG,Millet (white) - Retail,300.0,South Sudan - Jau
2016-10-15,SSP/3.5 KG,Millet (white) - Retail,261.0,South Sudan - Jau
2016-11-15,SSP/3.5 KG,Millet (white) - Retail,286.4,South Sudan - Jau
2016-12-15,SSP/3.5 KG,Millet (white) - Retail,300.0,South Sudan - Jau
2017-02-15,SSP/3.5 KG,Millet (white) - Retail,316.0,South Sudan - Jau
2017-03-15,SSP/3.5 KG,Millet (white) - Retail,317.5,South Sudan - Jau
2017-04-15,SSP/3.5 KG,Millet (white) - Retail,353.3,South Sudan - Jau
2017-05-15,SSP/3.5 KG,Millet (white) - Retail,400.0,South Sudan - Jau
2017-06-15,SSP/3.5 KG,Millet (white) - Retail,410.0,South Sudan - Jau
2017-07-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2017-08-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2017-10-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2017-11-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2017-12-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2018-01-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Jau
2018-03-15,SSP/3.5 KG,Millet (white) - Retail,563.0,South Sudan - Jau
2018-04-15,SSP/3.5 KG,Millet (white) - Retail,363.0,South Sudan - Jau
2018-07-15,SSP/3.5 KG,Millet (white) - Retail,588.0,South Sudan - Jau
2018-08-15,SSP/3.5 KG,Millet (white) - Retail,538.0,South Sudan - Jau
2018-09-15,SSP/3.5 KG,Millet (white) - Retail,550.0,South Sudan - Jau
2018-10-15,SSP/3.5 KG,Millet (white) - Retail,526.0,South Sudan - Jau
2018-12-15,SSP/3.5 KG,Millet (white) - Retail,520.0,South Sudan - Jau
2019-03-15,SSP/3.5 KG,Millet (white) - Retail,540.0,South Sudan - Jau
2018-06-15,SSP/KG,Millet (white) - Retail,600.0,South Sudan - Jau
2007-01-15,SSP/3.5 KG,Sesame - Retail,5.6,South Sudan - Jau
2007-02-15,SSP/3.5 KG,Sesame - Retail,5.7667,South Sudan - Jau
2007-07-15,SSP/3.5 KG,Sesame - Retail,5.6,South Sudan - Jau
2007-08-15,SSP/3.5 KG,Sesame - Retail,5.7667,South Sudan - Jau
2007-09-15,SSP/3.5 KG,Sesame - Retail,5.275,South Sudan - Jau
2007-10-15,SSP/3.5 KG,Sesame - Retail,6.525,South Sudan - Jau
2007-11-15,SSP/3.5 KG,Sesame - Retail,6.7,South Sudan - Jau
2007-12-15,SSP/3.5 KG,Sesame - Retail,6.35,South Sudan - Jau
2008-01-15,SSP/3.5 KG,Sesame - Retail,6.6,South Sudan - Jau
2008-02-15,SSP/3.5 KG,Sesame - Retail,6.7,South Sudan - Jau
2008-09-15,SSP/3.5 KG,Sesame - Retail,10.15,South Sudan - Jau
2009-02-15,SSP/3.5 KG,Sesame - Retail,18.0,South Sudan - Jau
2009-03-15,SSP/3.5 KG,Sesame - Retail,18.05,South Sudan - Jau
2009-04-15,SSP/3.5 KG,Sesame - Retail,15.6,South Sudan - Jau
2009-05-15,SSP/3.5 KG,Sesame - Retail,7.3,South Sudan - Jau
2009-06-15,SSP/3.5 KG,Sesame - Retail,13.175,South Sudan - Jau
2009-07-15,SSP/3.5 KG,Sesame - Retail,15.3,South Sudan - Jau
2009-08-15,SSP/3.5 KG,Sesame - Retail,15.4,South Sudan - Jau
2009-09-15,SSP/3.5 KG,Sesame - Retail,16.7,South Sudan - Jau
2009-10-15,SSP/3.5 KG,Sesame - Retail,16.8,South Sudan - Jau
2009-11-15,SSP/3.5 KG,Sesame - Retail,14.35,South Sudan - Jau
2009-12-15,SSP/3.5 KG,Sesame - Retail,12.875,South Sudan - Jau
2010-01-15,SSP/3.5 KG,Sesame - Retail,9.675,South Sudan - Jau
2010-03-15,SSP/3.5 KG,Sesame - Retail,10.0,South Sudan - Jau
2010-04-15,SSP/3.5 KG,Sesame - Retail,14.0,South Sudan - Jau
2010-05-15,SSP/3.5 KG,Sesame - Retail,14.0,South Sudan - Jau
2010-06-15,SSP/3.5 KG,Sesame - Retail,16.0,South Sudan - Jau
2010-07-15,SSP/3.5 KG,Sesame - Retail,18.8,South Sudan - Jau
2010-09-15,SSP/3.5 KG,Sesame - Retail,20.5,South Sudan - Jau
2010-11-15,SSP/3.5 KG,Sesame - Retail,17.5,South Sudan - Jau
2010-12-15,SSP/3.5 KG,Sesame - Retail,15.2,South Sudan - Jau
2011-01-15,SSP/3.5 KG,Sesame - Retail,15.0,South Sudan - Jau
2011-02-15,SSP/3.5 KG,Sesame - Retail,15.0,South Sudan - Jau
2011-03-15,SSP/3.5 KG,Sesame - Retail,12.5,South Sudan - Jau
2011-04-15,SSP/3.5 KG,Sesame - Retail,14.0,South Sudan - Jau
2011-05-15,SSP/3.5 KG,Sesame - Retail,16.0,South Sudan - Jau
2011-06-15,SSP/3.5 KG,Sesame - Retail,15.6667,South Sudan - Jau
2011-07-15,SSP/3.5 KG,Sesame - Retail,17.75,South Sudan - Jau
2011-08-15,SSP/3.5 KG,Sesame - Retail,21.75,South Sudan - Jau
2011-09-15,SSP/3.5 KG,Sesame - Retail,26.6667,South Sudan - Jau
2011-10-15,SSP/3.5 KG,Sesame - Retail,20.0,South Sudan - Jau
2011-11-15,SSP/3.5 KG,Sesame - Retail,17.3333,South Sudan - Jau
2011-12-15,SSP/3.5 KG,Sesame - Retail,16.0,South Sudan - Jau
2012-01-15,SSP/3.5 KG,Sesame - Retail,16.0,South Sudan - Jau
2012-02-15,SSP/3.5 KG,Sesame - Retail,15.75,South Sudan - Jau
2012-03-15,SSP/3.5 KG,Sesame - Retail,16.0,South Sudan - Jau
2012-04-15,SSP/3.5 KG,Sesame - Retail,26.0,South Sudan - Jau
2012-05-15,SSP/3.5 KG,Sesame - Retail,29.0,South Sudan - Jau
2012-07-15,SSP/3.5 KG,Sesame - Retail,17.8,South Sudan - Jau
2012-08-15,SSP/3.5 KG,Sesame - Retail,21.8,South Sudan - Jau
2012-09-15,SSP/3.5 KG,Sesame - Retail,26.7,South Sudan - Jau
2012-10-15,SSP/3.5 KG,Sesame - Retail,29.5,South Sudan - Jau
2012-12-15,SSP/3.5 KG,Sesame - Retail,30.0,South Sudan - Jau
2013-04-15,SSP/3.5 KG,Sesame - Retail,23.0,South Sudan - Jau
2013-05-15,SSP/3.5 KG,Sesame - Retail,24.2,South Sudan - Jau
